Asset Name,OS,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
4358,b'OS X 13.2.1 (22D68)', , , ,sentinelone
4406,b'OS X 11.6 (20G165)', , , ,sentinelone
4522,b'OS X 12.4 (21F79)', , , ,sentinelone
4537,b'OS X 13.1 (22C65)', , , ,sentinelone
4540,b'OS X 12.6 (21G115)', , , ,sentinelone
7071-pc,b'Windows 10 Pro for Workstations 19045', ,huntress, ,sentinelone
administrators-macbook-pro,b'OS X 13.2.1 (22D68)', , , ,sentinelone
coftest-pc,b'Windows 7 Home Premium  7601 SP1', ,huntress, ,sentinelone
desktop-2rdu2qn,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
desktop-fi9svcq,b'Windows 10 Home 19045',cybercns-sec-vm,huntress, ,sentinelone
desktop-h34nv2n,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress, ,sentinelone
desktop-m6uk0qa,b'Windows 10 Pro 19045', , , ,sentinelone
esko-pc,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress, ,sentinelone
gmgcolorproof,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
gt-dfev-060,b'Windows Server 2012 R2 Standard 9600',cybercns-sec-vm,huntress, ,sentinelone
hp-dfe-2022,b'Windows 10 Enterprise 2016 LTSB 14393',cybercns-sec-vm,huntress, ,sentinelone
hp-dfe-in100,b'Windows Server 2008 R2 Standard  7601 SP1', ,huntress, ,sentinelone
hw30950-69,b'Windows Server 2016 Standard 14393',cybercns-sec-vm,huntress, ,sentinelone
hw30951-70,b'Windows Server 2012 R2 Standard', ,huntress, , 
hw30952-71,b'Windows Server 2016 Standard 14393',cybercns-sec-vm,huntress, ,sentinelone
jv3dseries,b'Windows 10 Pro', ,huntress, , 
laser-pc,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress, ,sentinelone
meyers001734v,b'Windows 7 Professional', , ,microsoft-ad, 
meyers001800,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
meyers001819,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress, ,sentinelone
meyers001822,b'Windows 7 Professional  7601 SP1', , , ,sentinelone
meyers001823,b'Windows 7 Professional  7601 SP1', ,huntress, ,sentinelone
meyers001909v,b'Windows 7 Professional', , ,microsoft-ad, 
meyers001916,b'Windows 7 Professional', , ,microsoft-ad, 
meyers001917,b'Windows 7 Professional  7601 SP1', ,huntress, ,sentinelone
meyers001927,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
meyers001958,b'OS X 10.13.6 (17G14042)', , , ,sentinelone
meyers001980,b'Windows 10 Pro 19044', ,huntress,microsoft-ad,sentinelone
meyers002099,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
meyers002306,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002312,b'Windows 10 Pro', , ,microsoft-ad, 
meyers002340,b'Windows 10 Pro', , ,microsoft-ad, 
meyers002350,b'Windows 7 Professional  7601 SP1', , ,microsoft-ad,sentinelone
meyers002360,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002361,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad, 
meyers002364,b'Windows 8.1 Pro 9600',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002365,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress, ,sentinelone
meyers002381,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002382,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002385,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002404,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002410,b'Windows 7 Professional  7601 SP1', ,huntress,microsoft-ad,sentinelone
meyers002411-hf,b'Windows 10 Pro 19045',cybercns-sec-vm,huntress, ,sentinelone
meyers002421,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress,microsoft-ad,sentinelone
meyers002425,b'Windows 10 Pro 19044',cybercns-sec-vm,huntress, ,sentinelone
meyers002431,b'Windows 10 Pro 19044', ,huntress,microsoft-ad,sentinelone
