Asset Name,OS,huntress,microsoft-ad,sentinelone
229-wellness02,b'Windows 10 Pro 19045',huntress, ,sentinelone
240-ressvc01,b'Windows 11 Pro 22621',huntress, ,sentinelone
243-wfckiosk1,b'Windows 10 Pro 19045', , ,sentinelone
244-wellneslab02,b'Windows 10 Pro 19044',huntress, ,sentinelone
245-ldegilio,b'Windows 10 Pro 19044',huntress, ,sentinelone
246-wellnesslabs,b'Windows 10 Pro 19044',huntress, ,sentinelone
250-wellness04,b'Windows 10 Pro 19044',huntress, ,sentinelone
39-recassistant,b'Windows 11 Pro 22621',huntress, ,sentinelone
99-recmanager,b'Windows 10 Pro 19045',huntress, ,sentinelone
accounting-manager,b'Windows 11 Pro 22621',huntress, ,sentinelone
amilwee-laptop,b'Windows 11 Pro 22000',huntress, ,sentinelone
chiefofstafflaptop,b'Windows 10 Pro 19045',huntress, ,sentinelone
ckimcho-laptop,b'Windows 10 Pro 19044',huntress, ,sentinelone
dcassani-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
desktop-5rjpqth,b'Windows 10 Pro 19045',huntress, ,sentinelone
dietician-laptop,b'Windows 11 Pro 22000',huntress, ,sentinelone
falcons-ceo,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-itadmin-72,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehab01,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehab02,b'Windows 10 Pro 19044',huntress, ,sentinelone
falcons-rehab03,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehab04,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehab05,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehab06,b'Windows 11 Pro 22621',huntress, ,sentinelone
falcons-rehabdir,b'Windows 11 Pro 22621', , ,sentinelone
falcons15-str01,b'Windows Server 2012 R2 Standard 9600',huntress, ,sentinelone
hca-laptop,b'Windows 10 Pro 19044',huntress, ,sentinelone
hr-director,b'Windows 11 Pro 22000',huntress, ,sentinelone
hr-manager,b'Windows 11 Pro 22621',huntress, ,sentinelone
hr-spare-laptop,b'Windows 10 Pro 19045',huntress, ,sentinelone
it-alex-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
joyce-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
jsweeney-laptop,b'Windows 10 Pro 19044',huntress, ,sentinelone
laptop-cfohl,b'Windows 10 Pro 19045',huntress, ,sentinelone
laptop-commlife,b'Windows 10 Pro 19045',huntress, ,sentinelone
ldaily-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
marketinglaptop01,b'Windows 10 Pro 19045',huntress, ,sentinelone
nurse-practitioner,b'Windows 11 Pro 22621',huntress, ,sentinelone
recreation-manager-laptop,b'Windows 11 Pro 22000',huntress, ,sentinelone
rehab07,b'Windows 11 Pro 22621',huntress, ,sentinelone
rehab08,b'Windows 11 Pro 22621',huntress, ,sentinelone
renovmanager,b'Windows 11 Pro 22621',huntress, ,sentinelone
resident-counselor,b'Windows 11 Pro 22621',huntress, ,sentinelone
tjc-alcorlaptop,b'Windows 11 Pro',huntress, , 
tjc-don,b'Windows 11 Pro 22000',huntress, ,sentinelone
tjc-nucoordja,b'Windows 11 Pro 22621',huntress, ,sentinelone
tjc-socialservices,b'Windows 11 Pro 22621',huntress, ,sentinelone
tjcspare-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
tjcteama-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
tjcteamb-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
vcio-laptop,b'Windows 10 Pro',huntress, , 
wellnescs-laptop,b'Windows 11 Pro 22621',huntress, ,sentinelone
wfc-admin,b'Windows 11 Pro 22621',huntress, ,sentinelone
wfc-nucoord,b'Windows 11 Pro 22621',huntress, ,sentinelone
zoommeeting,b'Windows 11 Pro 22621',huntress, ,sentinelone
